blancos,desCandidatura,codDepartamento,desZona,desDistrito,desDepartamento,nulos,orden,totProg,codEleccion,desPartido,votos,codZona,codLocal,numMesa,sigPartido,codDistrito,idLista,desLocal,numLista
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,2,10,123,18,MOVIMIENTO CIVICO NACIONAL UNAMONOS,0,4,3,18,UNAMONOS,0,10,ESC. EUDORO CACERES,60
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,1,1,132,18,PARTIDO COLORADO,75,4,3,19,ANR,0,1,ESC. EUDORO CACERES,1
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,1,2,132,18,ALIANZA GANAR,44,4,3,19,GANAR,0,2,ESC. EUDORO CACERES,5
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,1,3,132,18,PARTIDO FRENTE AMPLIO,0,4,3,19,PFA,0,3,ESC. EUDORO CACERES,12
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,1,4,132,18,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,0,4,3,19,MNAP,0,4,ESC. EUDORO CACERES,15
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,1,5,132,18,MOVIMIENTO SOBERANIA NACIONAL,1,4,3,19,SN,0,5,ESC. EUDORO CACERES,22
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,1,6,132,18,PARTIDO VERDE PARAGUAY,8,4,3,19,PVP,0,6,ESC. EUDORO CACERES,23
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,1,7,132,18,MOVIMIENTO RESERVA PATRIOTICA,1,4,3,19,MRP,0,7,ESC. EUDORO CACERES,30
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,1,8,132,18,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,0,4,3,19,PSDH,0,8,ESC. EUDORO CACERES,45
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,1,9,132,18,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,0,4,3,19,PMPP,0,9,ESC. EUDORO CACERES,50
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,1,10,132,18,MOVIMIENTO CIVICO NACIONAL UNAMONOS,0,4,3,19,UNAMONOS,0,10,ESC. EUDORO CACERES,60
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,4,1,119,18,PARTIDO COLORADO,83,4,3,20,ANR,0,1,ESC. EUDORO CACERES,1
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,4,2,119,18,ALIANZA GANAR,26,4,3,20,GANAR,0,2,ESC. EUDORO CACERES,5
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,4,3,119,18,PARTIDO FRENTE AMPLIO,0,4,3,20,PFA,0,3,ESC. EUDORO CACERES,12
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,4,4,119,18,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,0,4,3,20,MNAP,0,4,ESC. EUDORO CACERES,15
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,4,5,119,18,MOVIMIENTO SOBERANIA NACIONAL,1,4,3,20,SN,0,5,ESC. EUDORO CACERES,22
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,4,6,119,18,PARTIDO VERDE PARAGUAY,4,4,3,20,PVP,0,6,ESC. EUDORO CACERES,23
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,4,7,119,18,MOVIMIENTO RESERVA PATRIOTICA,0,4,3,20,MRP,0,7,ESC. EUDORO CACERES,30
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,4,8,119,18,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,0,4,3,20,PSDH,0,8,ESC. EUDORO CACERES,45
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,4,9,119,18,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,0,4,3,20,PMPP,0,9,ESC. EUDORO CACERES,50
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,4,10,119,18,MOVIMIENTO CIVICO NACIONAL UNAMONOS,0,4,3,20,UNAMONOS,0,10,ESC. EUDORO CACERES,60
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,2,1,129,18,PARTIDO COLORADO,85,4,3,21,ANR,0,1,ESC. EUDORO CACERES,1
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,2,2,129,18,ALIANZA GANAR,30,4,3,21,GANAR,0,2,ESC. EUDORO CACERES,5
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,2,3,129,18,PARTIDO FRENTE AMPLIO,0,4,3,21,PFA,0,3,ESC. EUDORO CACERES,12
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,2,4,129,18,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,1,4,3,21,MNAP,0,4,ESC. EUDORO CACERES,15
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,2,5,129,18,MOVIMIENTO SOBERANIA NACIONAL,0,4,3,21,SN,0,5,ESC. EUDORO CACERES,22
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,2,6,129,18,PARTIDO VERDE PARAGUAY,7,4,3,21,PVP,0,6,ESC. EUDORO CACERES,23
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,2,7,129,18,MOVIMIENTO RESERVA PATRIOTICA,1,4,3,21,MRP,0,7,ESC. EUDORO CACERES,30
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,2,8,129,18,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,0,4,3,21,PSDH,0,8,ESC. EUDORO CACERES,45
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,2,9,129,18,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,1,4,3,21,PMPP,0,9,ESC. EUDORO CACERES,50
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,2,10,129,18,MOVIMIENTO CIVICO NACIONAL UNAMONOS,0,4,3,21,UNAMONOS,0,10,ESC. EUDORO CACERES,60
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,1,151,18,PARTIDO COLORADO,80,4,4,1,ANR,0,1,COL. PRIV.SAN CRISTOBAL,1
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,2,151,18,ALIANZA GANAR,45,4,4,1,GANAR,0,2,COL. PRIV.SAN CRISTOBAL,5
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,3,151,18,PARTIDO FRENTE AMPLIO,1,4,4,1,PFA,0,3,COL. PRIV.SAN CRISTOBAL,12
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,4,151,18,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,1,4,4,1,MNAP,0,4,COL. PRIV.SAN CRISTOBAL,15
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,5,151,18,MOVIMIENTO SOBERANIA NACIONAL,2,4,4,1,SN,0,5,COL. PRIV.SAN CRISTOBAL,22
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,6,151,18,PARTIDO VERDE PARAGUAY,6,4,4,1,PVP,0,6,COL. PRIV.SAN CRISTOBAL,23
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,7,151,18,MOVIMIENTO RESERVA PATRIOTICA,0,4,4,1,MRP,0,7,COL. PRIV.SAN CRISTOBAL,30
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,8,151,18,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,0,4,4,1,PSDH,0,8,COL. PRIV.SAN CRISTOBAL,45
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,9,151,18,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,0,4,4,1,PMPP,0,9,COL. PRIV.SAN CRISTOBAL,50
2,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,10,151,18,MOVIMIENTO CIVICO NACIONAL UNAMONOS,2,4,4,1,UNAMONOS,0,10,COL. PRIV.SAN CRISTOBAL,60
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,1,159,18,PARTIDO COLORADO,94,4,4,2,ANR,0,1,COL. PRIV.SAN CRISTOBAL,1
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,2,159,18,ALIANZA GANAR,39,4,4,2,GANAR,0,2,COL. PRIV.SAN CRISTOBAL,5
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,3,159,18,PARTIDO FRENTE AMPLIO,3,4,4,2,PFA,0,3,COL. PRIV.SAN CRISTOBAL,12
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,4,159,18,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,2,4,4,2,MNAP,0,4,COL. PRIV.SAN CRISTOBAL,15
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,5,159,18,MOVIMIENTO SOBERANIA NACIONAL,2,4,4,2,SN,0,5,COL. PRIV.SAN CRISTOBAL,22
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,6,159,18,PARTIDO VERDE PARAGUAY,5,4,4,2,PVP,0,6,COL. PRIV.SAN CRISTOBAL,23
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,7,159,18,MOVIMIENTO RESERVA PATRIOTICA,0,4,4,2,MRP,0,7,COL. PRIV.SAN CRISTOBAL,30
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,8,159,18,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,1,4,4,2,PSDH,0,8,COL. PRIV.SAN CRISTOBAL,45
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,9,159,18,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,1,4,4,2,PMPP,0,9,COL. PRIV.SAN CRISTOBAL,50
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,10,159,18,MOVIMIENTO CIVICO NACIONAL UNAMONOS,3,4,4,2,UNAMONOS,0,10,COL. PRIV.SAN CRISTOBAL,60
3,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,5,1,133,18,PARTIDO COLORADO,70,4,4,3,ANR,0,1,COL. PRIV.SAN CRISTOBAL,1
3,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,5,2,133,18,ALIANZA GANAR,38,4,4,3,GANAR,0,2,COL. PRIV.SAN CRISTOBAL,5
3,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,5,3,133,18,PARTIDO FRENTE AMPLIO,0,4,4,3,PFA,0,3,COL. PRIV.SAN CRISTOBAL,12
3,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,5,4,133,18,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,4,4,4,3,MNAP,0,4,COL. PRIV.SAN CRISTOBAL,15
3,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,5,5,133,18,MOVIMIENTO SOBERANIA NACIONAL,0,4,4,3,SN,0,5,COL. PRIV.SAN CRISTOBAL,22
3,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,5,6,133,18,PARTIDO VERDE PARAGUAY,13,4,4,3,PVP,0,6,COL. PRIV.SAN CRISTOBAL,23
3,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,5,7,133,18,MOVIMIENTO RESERVA PATRIOTICA,0,4,4,3,MRP,0,7,COL. PRIV.SAN CRISTOBAL,30
3,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,5,8,133,18,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,0,4,4,3,PSDH,0,8,COL. PRIV.SAN CRISTOBAL,45
3,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,5,9,133,18,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,0,4,4,3,PMPP,0,9,COL. PRIV.SAN CRISTOBAL,50
3,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,5,10,133,18,MOVIMIENTO CIVICO NACIONAL UNAMONOS,0,4,4,3,UNAMONOS,0,10,COL. PRIV.SAN CRISTOBAL,60
3,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,1,146,18,PARTIDO COLORADO,71,4,4,4,ANR,0,1,COL. PRIV.SAN CRISTOBAL,1
3,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,2,146,18,ALIANZA GANAR,50,4,4,4,GANAR,0,2,COL. PRIV.SAN CRISTOBAL,5
3,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,3,146,18,PARTIDO FRENTE AMPLIO,2,4,4,4,PFA,0,3,COL. PRIV.SAN CRISTOBAL,12
3,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,4,146,18,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,4,4,4,4,MNAP,0,4,COL. PRIV.SAN CRISTOBAL,15
3,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,5,146,18,MOVIMIENTO SOBERANIA NACIONAL,0,4,4,4,SN,0,5,COL. PRIV.SAN CRISTOBAL,22
3,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,6,146,18,PARTIDO VERDE PARAGUAY,5,4,4,4,PVP,0,6,COL. PRIV.SAN CRISTOBAL,23
3,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,7,146,18,MOVIMIENTO RESERVA PATRIOTICA,1,4,4,4,MRP,0,7,COL. PRIV.SAN CRISTOBAL,30
3,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,8,146,18,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,1,4,4,4,PSDH,0,8,COL. PRIV.SAN CRISTOBAL,45
3,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,9,146,18,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,0,4,4,4,PMPP,0,9,COL. PRIV.SAN CRISTOBAL,50
3,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,10,146,18,MOVIMIENTO CIVICO NACIONAL UNAMONOS,1,4,4,4,UNAMONOS,0,10,COL. PRIV.SAN CRISTOBAL,60
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,1,143,18,PARTIDO COLORADO,78,4,4,6,ANR,0,1,COL. PRIV.SAN CRISTOBAL,1
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,2,143,18,ALIANZA GANAR,40,4,4,6,GANAR,0,2,COL. PRIV.SAN CRISTOBAL,5
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,3,143,18,PARTIDO FRENTE AMPLIO,2,4,4,6,PFA,0,3,COL. PRIV.SAN CRISTOBAL,12
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,4,143,18,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,3,4,4,6,MNAP,0,4,COL. PRIV.SAN CRISTOBAL,15
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,5,143,18,MOVIMIENTO SOBERANIA NACIONAL,1,4,4,6,SN,0,5,COL. PRIV.SAN CRISTOBAL,22
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,6,143,18,PARTIDO VERDE PARAGUAY,7,4,4,6,PVP,0,6,COL. PRIV.SAN CRISTOBAL,23
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,7,143,18,MOVIMIENTO RESERVA PATRIOTICA,1,4,4,6,MRP,0,7,COL. PRIV.SAN CRISTOBAL,30
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,8,143,18,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,1,4,4,6,PSDH,0,8,COL. PRIV.SAN CRISTOBAL,45
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,9,143,18,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,0,4,4,6,PMPP,0,9,COL. PRIV.SAN CRISTOBAL,50
1,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,8,10,143,18,MOVIMIENTO CIVICO NACIONAL UNAMONOS,1,4,4,6,UNAMONOS,0,10,COL. PRIV.SAN CRISTOBAL,60
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,5,1,141,18,PARTIDO COLORADO,73,4,4,7,ANR,0,1,COL. PRIV.SAN CRISTOBAL,1
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,5,2,141,18,ALIANZA GANAR,50,4,4,7,GANAR,0,2,COL. PRIV.SAN CRISTOBAL,5
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,5,3,141,18,PARTIDO FRENTE AMPLIO,0,4,4,7,PFA,0,3,COL. PRIV.SAN CRISTOBAL,12
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,5,4,141,18,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,3,4,4,7,MNAP,0,4,COL. PRIV.SAN CRISTOBAL,15
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,5,5,141,18,MOVIMIENTO SOBERANIA NACIONAL,4,4,4,7,SN,0,5,COL. PRIV.SAN CRISTOBAL,22
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,5,6,141,18,PARTIDO VERDE PARAGUAY,6,4,4,7,PVP,0,6,COL. PRIV.SAN CRISTOBAL,23
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,5,7,141,18,MOVIMIENTO RESERVA PATRIOTICA,0,4,4,7,MRP,0,7,COL. PRIV.SAN CRISTOBAL,30
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,5,8,141,18,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,0,4,4,7,PSDH,0,8,COL. PRIV.SAN CRISTOBAL,45
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,5,9,141,18,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,0,4,4,7,PMPP,0,9,COL. PRIV.SAN CRISTOBAL,50
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,5,10,141,18,MOVIMIENTO CIVICO NACIONAL UNAMONOS,0,4,4,7,UNAMONOS,0,10,COL. PRIV.SAN CRISTOBAL,60
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,7,1,151,18,PARTIDO COLORADO,87,4,4,8,ANR,0,1,COL. PRIV.SAN CRISTOBAL,1
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,7,2,151,18,ALIANZA GANAR,51,4,4,8,GANAR,0,2,COL. PRIV.SAN CRISTOBAL,5
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,7,3,151,18,PARTIDO FRENTE AMPLIO,0,4,4,8,PFA,0,3,COL. PRIV.SAN CRISTOBAL,12
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,7,4,151,18,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,0,4,4,8,MNAP,0,4,COL. PRIV.SAN CRISTOBAL,15
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,7,5,151,18,MOVIMIENTO SOBERANIA NACIONAL,3,4,4,8,SN,0,5,COL. PRIV.SAN CRISTOBAL,22
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,7,6,151,18,PARTIDO VERDE PARAGUAY,2,4,4,8,PVP,0,6,COL. PRIV.SAN CRISTOBAL,23
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,7,7,151,18,MOVIMIENTO RESERVA PATRIOTICA,0,4,4,8,MRP,0,7,COL. PRIV.SAN CRISTOBAL,30
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,7,8,151,18,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,0,4,4,8,PSDH,0,8,COL. PRIV.SAN CRISTOBAL,45
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,7,9,151,18,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,1,4,4,8,PMPP,0,9,COL. PRIV.SAN CRISTOBAL,50
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,7,10,151,18,MOVIMIENTO CIVICO NACIONAL UNAMONOS,0,4,4,8,UNAMONOS,0,10,COL. PRIV.SAN CRISTOBAL,60
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,1,152,18,PARTIDO COLORADO,90,4,4,9,ANR,0,1,COL. PRIV.SAN CRISTOBAL,1
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,2,152,18,ALIANZA GANAR,35,4,4,9,GANAR,0,2,COL. PRIV.SAN CRISTOBAL,5
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,3,152,18,PARTIDO FRENTE AMPLIO,1,4,4,9,PFA,0,3,COL. PRIV.SAN CRISTOBAL,12
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,4,152,18,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,1,4,4,9,MNAP,0,4,COL. PRIV.SAN CRISTOBAL,15
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,5,152,18,MOVIMIENTO SOBERANIA NACIONAL,1,4,4,9,SN,0,5,COL. PRIV.SAN CRISTOBAL,22
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,6,152,18,PARTIDO VERDE PARAGUAY,7,4,4,9,PVP,0,6,COL. PRIV.SAN CRISTOBAL,23
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,7,152,18,MOVIMIENTO RESERVA PATRIOTICA,1,4,4,9,MRP,0,7,COL. PRIV.SAN CRISTOBAL,30
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,8,152,18,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,0,4,4,9,PSDH,0,8,COL. PRIV.SAN CRISTOBAL,45
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,9,152,18,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,0,4,4,9,PMPP,0,9,COL. PRIV.SAN CRISTOBAL,50
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,10,152,18,MOVIMIENTO CIVICO NACIONAL UNAMONOS,4,4,4,9,UNAMONOS,0,10,COL. PRIV.SAN CRISTOBAL,60
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,1,150,18,PARTIDO COLORADO,87,4,4,10,ANR,0,1,COL. PRIV.SAN CRISTOBAL,1
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,2,150,18,ALIANZA GANAR,37,4,4,10,GANAR,0,2,COL. PRIV.SAN CRISTOBAL,5
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,3,150,18,PARTIDO FRENTE AMPLIO,1,4,4,10,PFA,0,3,COL. PRIV.SAN CRISTOBAL,12
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,4,150,18,MOVIMIENTO NACIONAL ARTISTAS DEL PARAGUAY,1,4,4,10,MNAP,0,4,COL. PRIV.SAN CRISTOBAL,15
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,5,150,18,MOVIMIENTO SOBERANIA NACIONAL,2,4,4,10,SN,0,5,COL. PRIV.SAN CRISTOBAL,22
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,6,150,18,PARTIDO VERDE PARAGUAY,9,4,4,10,PVP,0,6,COL. PRIV.SAN CRISTOBAL,23
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,7,150,18,MOVIMIENTO RESERVA PATRIOTICA,1,4,4,10,MRP,0,7,COL. PRIV.SAN CRISTOBAL,30
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,8,150,18,PARTIDO SOCIALISTA DEMOCRATICO HEREDEROS,0,4,4,10,PSDH,0,8,COL. PRIV.SAN CRISTOBAL,45
0,PRESIDENTE DE LA REPUBLICA,0,LA RECOLETA,ASUNCION,CAPITAL,12,9,150,18,PARTIDO DEL MOVIMIENTO PATRIOTICO POPULAR,0,4,4,10,PMPP,0,9,COL. PRIV.SAN CRISTOBAL,50
